Name,Address,Cuisines,Take_Out,Phone,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
Pera mediterranean brasserie,"303 Madison Ave New York City, Ny 10017-6212",European; Mediterranean; Middle Eastern,Yes,+1 212-878-6301,05:30 PM,10:00 PM,05:30 PM,09:00 PM
Pig and khao,"68 Clinton St New York City, Ny 10002-2408",Vegetarian Friendly; Gluten Free Options; Asian,No,+1 212-920-4485,05:00 PM,12:00 AM,05:00 PM,10:00 PM
Park avenue autumn/winter/spring/summer,"360 Park Ave S New York City, Ny 10010-1710",Vegan Options; Vegetarian Friendly; American,No,+1 212-951-7111,05:30 PM,11:00 PM,05:00 PM,09:00 PM
Fette sau,"354 Metropolitan Ave Brooklyn, Ny 11211-3308",Gluten Free Options; American; Barbecue,Yes,+1 718-963-3404,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Faicco’s italian specialties,"260 Bleecker St New York City, Ny 10014-4128",Italian; Meat Shops,Yes,+1 212-243-1974,08:30 AM,06:00 PM,09:00 AM,03:00 PM
Sushi nakazawa,"23 Commerce St New York City, Ny 10014-3763",Japanese; Sushi; Asian,No,+1 212-924-2212,05:00 PM,10:00 PM,05:00 PM,10:00 PM
Luanne’s wild ginger all-asian vegan,"380 Broome St New York City, Ny 10013-3748",Fusion; Vegetarian Friendly; Asian,Yes,+1 212-966-1883,11:30 AM,11:00 PM,12:30 PM,10:30 PM
Peking duck house,"236 E 53Rd St New York City, Ny 10022-5201",Chinese; Asian,Yes,+1 212-759-8260,12:00 PM,11:00 PM,12:00 PM,10:30 PM
Kiss my slice,"274 W 40Th St New York City, Ny 10018-1519",Pizza; Italian; Fast Food,Yes,+1 212-391-9524,10:00 AM,03:00 AM,10:00 AM,12:00 AM
Pippali,"129 E 27Th St New York City, Ny 10016-8959",Vegetarian Friendly; Indian; Asian,Yes,+1 212-689-1999,11:30 AM,11:00 PM,11:30 AM,10:30 PM
Le coq rico nyc,"30 E 20Th St New York City, Ny 10003-1310",Gluten Free Options; French,No,+1 212-267-7426,05:00 PM,11:00 PM,05:00 PM,11:00 PM
Mike's bistro,"127 E 54Th St New York City, Ny 10022-4512",Contemporary; American; Kosher,Yes,+1 212-799-3911,11:45 AM,10:00 PM,11:45 AM,10:00 PM
Her name is han,"17 East 31St 1St New York City, Ny 10016",Vegetarian Friendly; Korean; Asian,Yes,+1 212-779-9990,12:00 PM,11:15 PM,12:00 PM,09:15 PM
Whiskey tavern,"79 Baxter St New York City, Ny 10013-4462",Pub; American; Bar,No,+1 212-374-9119,11:00 AM,04:00 AM,11:00 AM,04:00 AM
Sumela mediterranean cafe & grill,"1606 1St Ave New York City, Ny 10028-4311",Halal; Mediterranean; Turkish,Yes,+1 212-249-9700,05:00 PM,10:30 PM,05:00 PM,10:30 PM
Morrell wine bar & cafe,"1 Rockefeller Plz New York City, Ny 10020-2003",Wine Bar; American; Bar,Yes,+1 212-262-7700,11:30 AM,10:00 PM,12:00 PM,05:00 PM
4 charles prime rib,"4 Charles St New York City, Ny 10014-3004",Seafood; Cocktail Bars; Steakhouses,No,+1 212-561-5992,05:00 PM,12:00 AM,05:00 PM,12:00 AM
Pylos,"128 E 7Th St New York City, Ny 10009-6100",Vegetarian Friendly; Mediterranean; Greek,Yes,+1 212-473-0220,11:30 AM,01:00 AM,05:00 PM,12:00 AM
Contra,"138 Orchard St New York City, Ny 10002-3116",American,No,+1 212-466-4633,06:00 PM,11:00 PM,Closed,Closed
Hakkasan,"311 W 43Rd St New York City, Ny 10036-6413",Chinese; Vegetarian Friendly; Asian,No,+1 212-776-1818,11:30 AM,11:00 PM,11:30 AM,11:00 PM
L'artusi,"228 W 10Th St New York City, Ny 10014-6405",Italian; Vegetarian Friendly; European,No,+1 212-255-5757,05:30 PM,12:00 AM,11:00 AM,11:00 PM
Il corallo trattoria,"172 Prince St New York City, Ny 10012-2947",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-941-7119,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Bono trattoria,"3658 Broadway New York City, Ny 10031-1536",Pizza; Italian; Mediterranean,Yes,+1 646-682-9249,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Refinery rooftop,"63 W 38Th St New York City, Ny 10018-3818",Vegan Options; Vegetarian Friendly; American,No,+1 646-664-0372,12:00 PM,01:00 AM,12:00 PM,01:00 AM
Rasa,"25 W 8Th St New York City, Ny 10011-9001",Japanese; Malaysian; Asian,Yes,+1 212-254-1888,01:00 PM,10:45 PM,01:00 PM,10:45 PM
Terri,"60 W 23Rd St. New York, Ny 10010 New York City, Ny 10010-5283",American; Fast Food; Healthy,Yes,+1 212-647-8810,08:00 AM,10:00 PM,08:00 AM,10:00 PM
Sacco pizza,"819 9Th Ave New York City, Ny 10019-4461",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-582-7765,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Paul's da burger joint,"131 2Nd Ave New York City, Ny 10003-8331",American; Diner,Yes,+1 212-529-3033,11:00 AM,12:00 AM,11:00 AM,11:30 PM
Red farm,"2170 Broadway New York City, Ny 10024-6642",Chinese; Vegetarian Friendly; Asian,Yes,+1 212-724-9700,05:00 PM,11:45 PM,05:00 PM,11:00 PM
Rossini's restaurant,"108 E 38Th St New York City, Ny 10016-2648",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-683-0135,04:30 PM,11:00 PM,03:00 PM,10:00 PM
The ginger man,"11 E 36Th St New York City, Ny 10016-3318",Pub; American; Bar,No,+1 212-532-3740,12:30 PM,04:00 AM,12:30 PM,02:00 AM
Blue seafood bar,"856 9Th Ave New York City, Ny 10019-4451",Seafood; Italian; Mediterranean,Yes,+1 212-757-7511,11:00 AM,02:00 AM,11:00 AM,11:00 PM
Le marais,"150 W 46Th St New York City, Ny 10036-8511",Steakhouse; Kosher; French,Yes,+1 212-869-0900,Closed,Closed,12:00 PM,12:00 AM
'cesca,"164 W 75Th St New York City, Ny 10023-1903",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-787-6300,04:30 PM,11:00 PM,04:30 PM,10:00 PM
Emporio,"231 Mott St New York City, Ny 10012-5711",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-966-1234,11:00 AM,11:45 PM,11:00 AM,10:45 PM
Yuca bar,"111 Avenue A New York City, Ny 10009-5809",Spanish; Central American; Latin,Yes,+1 212-982-9533,10:00 AM,03:00 AM,11:00 AM,12:00 AM
Untitled,"99 Gansevoort St New York City, Ny 10014-1404",Vegan Options; Vegetarian Friendly; American,No,+1 212-570-3670,05:30 PM,10:00 PM,05:30 PM,09:00 PM
Zoralie restaurant,"449 W 51St St New York City, Ny 10019-6310",Dominican; Spanish; Puerto Rican,Yes,+1 646-590-3751,10:00 AM,09:00 PM,10:00 AM,09:00 PM
Statler grill,"136 West 33Rd Street New York City, Ny 10001",Gluten Free Options; Steakhouse; American,Yes,+1 212-736-3353,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Giorgione,"307 Spring St New York City, Ny 10013-1337",Pizza; Italian; Mediterranean,Yes,+1 212-352-2269,06:00 PM,12:00 AM,Closed,Closed
Epicerie boulud,"1900 Broadway New York City, Ny 10023-7004",Cafe; Delicatessen; French,Yes,+1 212-595-9606,07:00 AM,11:00 PM,08:00 AM,10:00 PM
Kingside,"124 W 57Th St New York City, Ny 10019-3318",Gluten Free Options; Vegetarian Friendly; American,Yes,+1 212-707-8000,08:00 AM,12:00 AM,08:00 AM,12:00 AM
Knickerbocker bar & grill,"33 University Pl New York City, Ny 10003-4512",Steakhouse; American; Bar,Yes,+1 212-228-8490,11:45 AM,02:00 AM,11:45 AM,12:00 AM
Il buco,"47 Bond St New York City, Ny 10012-2450",Italian; Vegetarian Friendly; Mediterranean,No,+1 212-533-1932,12:00 PM,12:30 AM,05:00 PM,10:30 PM
The flatiron room,"37 W 26Th St New York City, Ny 10010-1006",Vegetarian Friendly; American; Bar,No,+1 212-725-3860,05:00 PM,02:00 AM,05:00 PM,12:00 AM
Blossom vegan restaurant,"187 9Th Ave New York City, Ny 10011-4906",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-627-1144,12:00 PM,02:45 PM,12:00 PM,02:45 PM
The national bar and dining rooms,"557 Lexington Ave New York City, Ny 10022-7512",Vegetarian Friendly; American; Bar,Yes,+1 212-715-2400,08:00 AM,10:00 PM,08:00 AM,10:00 PM
Nobu 57,"40 W 57Th St New York City, Ny 10019-4001",Seafood; Japanese; Sushi,No,+1 212-757-3000,11:45 AM,11:00 PM,11:45 AM,11:00 PM
Cagen japan restaurant,"414 E 9Th St New York City, Ny 10009-4907",Japanese; Sushi; Asian,No,+1 212-358-8800,05:30 PM,11:00 PM,05:30 PM,11:00 PM
Old homestead steak house,"56 9Th Ave New York City, Ny 10011-4994",Grill; Steakhouse; American,No,+1 212-242-9040,12:00 PM,11:30 PM,01:00 PM,09:30 PM
Sakagura,"211 E 43Rd St New York City, Ny 10017-4707",Japanese; Sushi; Asian,No,+1 212-953-7253,06:00 PM,01:00 AM,06:00 PM,11:00 PM
Nish nush,"88 Reade St New York City, Ny 10013-3814",Middle Eastern; Mediterranean; Fast Food,Yes,+1 212-964-1318,11:00 AM,10:00 PM,11:00 AM,09:00 PM
Kings of kobe,"790 9Th Ave New York City, Ny 10019-5613",Hot Dogs; Breakfast & Brunch; Burgers,Yes,+1 212-247-3703,10:00 AM,12:00 AM,10:00 AM,12:00 AM
Curry-ya,"214 E 10Th St New York City, Ny 10003-7706",Japanese; Asian,Yes,+1 212-995-2877,12:00 PM,09:45 PM,04:00 PM,09:45 PM
The john dory oyster bar,"1196 Broadway New York City, Ny 10001-5406",Seafood; Gluten Free Options; Bar,No,+1 212-792-9000,12:00 PM,01:00 AM,12:00 PM,01:00 AM
Corner bistro,"331 W 4Th St New York City, Ny 10014-1901",Pub; American; Bar,Yes,+1 212-242-9502,11:30 AM,04:00 AM,12:00 PM,04:00 AM
Salumeria rosi,"283 Amsterdam Ave New York City, Ny 10023-2103",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-877-4800,11:00 AM,11:00 PM,11:00 AM,11:00 PM
The kati roll company,"99 Macdougal St New York City, Ny 10012-5031",Vegetarian Friendly; Indian; Fast Food,Yes,+1 212-420-6517,11:30 AM,05:00 AM,11:30 AM,02:00 AM
Bricolage,"162 5Th Ave Brooklyn, Ny 11217-3294",Vietnamese; Vegetarian Friendly; Asian,Yes,+1 718-230-1835,05:00 PM,12:00 AM,05:00 PM,11:00 PM
Patiala indian grill,"371 W 34Th St # 9Ave New York City, Ny 10001-2402",Vegan Options; Vegetarian Friendly; Indian,Yes,+1 212-564-8255,11:00 AM,10:00 PM,11:00 AM,09:00 PM
Totto ramen,"366 W 52Nd St New York City, Ny 10019-6200",Japanese; Soups; Asian,No,+1 212-582-0052,12:00 PM,12:00 AM,04:00 PM,11:00 PM
Arco cafe,"886 Amsterdam Ave New York City, Ny 10025-4452",Italian; Mediterranean; Healthy,Yes,+1 212-665-0033,11:30 AM,10:30 PM,11:30 AM,10:30 PM
Taim west village,"222 Waverly Pl New York City, Ny 10014-2404",Middle Eastern; Mediterranean; Fast Food,Yes,+1 212-691-1287,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Sant ambroeus,"1000 Madison Ave New York City, Ny 10075-1840",Italian; Vegetarian Friendly; European,Yes,+1 212-570-2211,08:00 AM,11:00 PM,08:00 AM,11:00 PM
Cucharamama,"233 Clinton St Hoboken, Nj 07030-2554",South American; Spanish; Latin,Yes,+1 201-420-1700,05:00 PM,11:00 PM,11:00 AM,09:00 PM
Big wong king,"67 Mott St New York City, Ny 10013-4838",Chinese; Asian,Yes,+1 212-964-0540,07:00 AM,11:00 PM,07:00 AM,11:00 PM
Pure thai cookhouse,"766 9Th Ave New York City, Ny 10019-6323",Vegetarian Friendly; Thai; Asian,Yes,+1 212-581-0999,12:00 PM,11:30 PM,12:00 PM,10:00 PM
Earl's beer and cheese,"1259 Park Ave New York City, Ny 10029-7119",Pub; American; Bar,Yes,+1 212-289-1581,11:00 AM,02:00 AM,11:00 AM,12:30 AM
Wolfgang's steakhouse,"4 Park Ave New York City, Ny 10016-5339",Gluten Free Options; Steakhouse; American,No,+1 212-889-3369,12:00 AM,11:30 PM,12:00 AM,11:30 PM
Ny pizza suprema,"413 8Th Ave New York City, Ny 10001-1804",Pizza; Italian; Fast Food,Yes,+1 212-594-8939,10:30 AM,12:00 AM,10:30 AM,12:00 AM
Izakaya mew,"53 W 35Th St New York City, Ny 10001-2219",Japanese; Sushi; Asian,Yes,+1 646-368-9384,05:00 PM,11:30 PM,05:00 PM,10:00 PM
The lambs club,"132 W 44Th St New York City, Ny 10036-4011",Vegetarian Friendly; Contemporary; American,No,+1 212-997-5262,07:00 AM,01:00 AM,07:00 AM,10:30 PM
Make sandwich,"135 4Th Ave New York City, Ny 10003-4931",American,Yes,+1 212-398-2602,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Pepe rosso social,"173 Mott St New York City, Ny 10013-4230",Italian; Vegetarian Friendly,Yes,+1 212-219-0019,08:00 AM,11:00 PM,08:00 AM,11:00 PM
Tao uptown,"42 E 58Th St New York City, Ny 10022-1910",Chinese; Japanese; Sushi,Yes,+1 212-888-2288,11:30 AM,01:00 AM,12:00 PM,12:00 AM
La bonbonniere,"28 8Th Ave New York City, Ny 10014-1803",American; Diner; Cafe,Yes,+1 212-741-9266,07:00 AM,10:00 PM,07:00 AM,10:00 PM
Desnuda,"122 E 7Th St New York City, Ny 10009-6161",Seafood; Latin American; Wine Bars,No,+1 212-254-3515,06:00 AM,02:00 AM,03:00 PM,12:00 AM
Caffe dei fiori,"973 Lexington Ave New York City, Ny 10021-5101",Italian; Contemporary; Mediterranean,Yes,+1 212-327-3400,05:30 PM,10:30 PM,11:00 AM,10:30 PM
Satis bistro,"212 Washington St Jersey City, Nj 07302-4567",Italian; Wine Bars; American (New),Yes,+1 201-435-5151,11:00 AM,11:00 PM,11:00 AM,09:00 PM
Prince street pizza,"27 Prince St New York City, Ny 10012-3551",Pizza; Italian; Fast Food,Yes,+1 212-966-4100,11:30 AM,02:00 AM,11:30 AM,12:00 AM
Le charlot,"19 E 69Th St New York City, Ny 10021-4921",European; French,Yes,+1 212-794-6419,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Blue water grill,"31 Union Sq W New York City, Ny 10003-3203",Seafood; Sushi; American,Yes,+1 212-675-9500,11:30 AM,12:00 AM,10:30 AM,10:00 PM
Luke's lobster east village,"93 E 7Th St New York City, Ny 10009-5702",Seafood; American; Fast Food,Yes,+1 212-387-8487,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Per se,"10 Columbus Cir New York City, Ny 10019-1158",Vegetarian Friendly; American; French,No,+1 212-823-9335,05:30 PM,09:30 PM,05:30 PM,09:30 PM
Sanpanino,"494 Hudson St New York City, Ny 10014-2819",Italian; Delicatessen,Yes,+1 212-645-7228,08:00 AM,06:00 PM,08:00 AM,05:00 PM
Vandal,"199 Bowery New York City, Ny 10002-2853",Vegan Options; Vegetarian Friendly; American,No,+1 212-400-0199,05:00 PM,01:00 AM,05:00 PM,04:00 PM
Taverna kyclades east village,"228 1St Ave New York City, Ny 10009-3468",Seafood; Mediterranean; Greek,Yes,+1 212-432-0011,12:00 PM,11:30 PM,12:00 PM,10:30 PM
Gramercy tavern,"42 E 20Th St New York City, Ny 10003-1300",Vegan Options; Vegetarian Friendly; American,No,+1 212-477-0777,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Nur,"34 E 20Th St New York City, Ny 10003-1321",Israeli; Middle Eastern; Mediterranean,No,+1 212-505-3420,05:00 PM,10:30 PM,05:00 PM,10:00 PM
Johnny's bar,"90 Greenwich Ave New York City, Ny 10011-7744",Pub; Bar,No,+1 212-741-5279,12:00 PM,04:00 AM,12:00 PM,04:00 AM
Root & bone,"200 E 3Rd St New York City, Ny 10009-7716",Southern; Desserts; Comfort Food,Yes,+1 646-682-7080,11:30 AM,12:00 AM,11:30 AM,10:30 PM
Left bank,"117 Perry St New York City, Ny 10014-2311",Vegetarian Friendly; European; American,Yes,+1 212-727-1170,05:00 PM,11:00 PM,05:00 PM,10:00 PM
Blind tiger ale house,"281 Bleecker St New York City, Ny 10014-4106",Pub; American; Bar,No,+1 212-462-4682,11:30 AM,04:00 AM,11:30 AM,04:00 AM
Top hops,"94 Orchard St New York City, Ny 10002-3173",Pub,No,+1 212-254-4677,01:00 PM,12:00 AM,12:00 PM,08:00 PM
Fresh from hell,"326 W 47Th St New York City, Ny 10036-3115",Soups; American; Healthy,Yes,+1 212-956-4355,07:00 AM,08:00 PM,09:00 AM,06:00 PM
Westville chelsea,"246 W 18Th St New York City, Ny 10011-4528",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-924-2223,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Ben & jack's steak house,"255 5Th Ave New York City, Ny 10016-6516",Gluten Free Options; Steakhouse; American,Yes,+1 212-532-7600,11:45 AM,11:30 PM,11:45 AM,10:30 PM
Ilili,"236 5Th Ave New York City, Ny 10001-7606",Mediterranean; Middle Eastern; Lebanese,Yes,+1 212-683-2929,12:00 PM,11:30 PM,11:00 AM,10:30 PM
The east pole,"133 E 65Th St New York City, Ny 10065-7029",Gluten Free Options; Vegetarian Friendly; American,No,+1 212-249-2222,10:30 AM,12:00 AM,10:30 AM,11:00 PM
Maison premiere,"298 Bedford Ave Brooklyn, Ny 11249-4205",Seafood; Pub; Bar,No,+1 347-335-0446,11:00 AM,04:00 AM,11:00 AM,02:00 AM
San carlo osteria piemonte,"90 Thompson St New York City, Ny 10012-3744",Italian; Vegetarian Friendly; Mediterranean,Yes,+1 212-625-1212,11:30 AM,12:00 AM,11:30 AM,11:00 PM
The wright,"1071 5Th Ave New York City, Ny 10128-0112",Gluten Free Options; Vegetarian Friendly; American,No,+1 212-427-5690,11:30 AM,03:30 PM,11:00 AM,03:30 PM
Stanton street pizza,"127 Stanton St New York City, Ny 10002-1525",Pizza; Italian,Yes,+1 212-533-4252,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Five leaves,"18 Bedford Ave Brooklyn, Ny 11222-3102",Contemporary; American; Cafe,Yes,+1 718-383-5345,08:00 AM,01:00 AM,08:00 AM,01:00 AM
Lupa,"170 Thompson St New York City, Ny 10012-2575",Italian; Vegetarian Friendly; Vegan Options,No,+1 212-982-5089,11:30 AM,12:00 AM,11:30 AM,12:00 AM
Pilsener haus & biergarten,"1422 Grand St Hoboken, Nj 07030-2376",Pub; Bar; German,Yes,+1 201-683-5465,12:00 PM,02:30 AM,12:00 PM,02:00 AM
Aroma kitchen & winebar,"36 E 4Th St New York City, Ny 10003-7006",Wine Bar; Italian,Yes,+1 212-375-0100,05:00 PM,01:00 AM,05:00 PM,12:00 AM
Tony's di napoli - midtown,"147 W 43Rd St New York City, Ny 10036-6575",Italian; Vegetarian Friendly; European,Yes,+1 212-221-0100,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Despana,"408 Broome St New York City, Ny 10013-3269",Spanish; Basque; Grocery,Yes,+1 212-219-5050,11:00 AM,08:00 PM,11:00 AM,08:00 PM
Yefsi estiatorio,"1481 York Ave New York City, Ny 10075-8842",Vegetarian Friendly; Mediterranean; Greek,Yes,+1 212-535-0293,05:00 PM,11:30 PM,05:00 PM,10:00 PM
Minetta tavern,"113 Macdougal St New York City, Ny 10012-1201",American (New); Breakfast & Brunch; French,No,+1 212-475-3850,05:30 PM,01:00 AM,05:30 PM,12:00 AM
Uskudar turkish restaurant,"1405 2Nd Ave New York City, Ny 10021-3768",Middle Eastern; Mediterranean; Turkish,Yes,+1 212-988-4046,12:00 PM,10:30 PM,12:00 PM,10:30 PM
Traif,"229 S 4Th St Brooklyn, Ny 11211-5605",International; American; Gluten Free Options,No,+1 347-844-9578,06:00 PM,02:00 AM,06:00 PM,02:00 AM
Saiguette,"935 Columbus Ave New York City, Ny 10025-3701",Vietnamese; Vegetarian Friendly; Asian,Yes,+1 212-866-8886,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Le bateau ivre,"230 E 51St St New York City, Ny 10022-6571",Wine Bar; European; French,Yes,+1 212-583-0579,11:00 AM,04:00 AM,11:00 AM,04:00 AM
Antica ristorante,"8 Stone St New York City, Ny 10004-2202",Italian,Yes,+1 646-439-2200,06:00 AM,11:30 PM,06:00 AM,11:30 PM
Fogo de chao brazilian steakhouse,"40 W 53Rd St New York City, Ny 10019-6106",Steakhouse; Barbecue; Brazilian,No,+1 212-969-9980,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Re sette,"7 W 45Th St New York City, Ny 10036-4905",Italian; American (Traditional); Bars,Yes,+1 212-221-7530,11:30 AM,11:30 PM,11:30 AM,11:00 PM
Viceversa,"325 W 51St St New York City, Ny 10019-6424",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-399-9291,04:30 PM,11:00 PM,11:30 AM,10:00 PM
Manzo ristorante,"200 5Th Ave New York City, Ny 10010-3302",Italian,No,+1 212-229-2180,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Market table,"54 Carmine St New York City, Ny 10014-4424",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-255-2100,10:30 AM,12:00 AM,10:30 AM,10:00 PM
Patacon pisao les,"139 Essex St New York City, Ny 10002-2321",South American; Spanish; Latin,Yes,+1 646-678-5913,12:00 PM,04:00 AM,12:00 PM,12:00 AM
Fig & olive uptown,"808 Lexington Ave New York City, Ny 10065-7312",Italian; Vegetarian Friendly; Mediterranean,Yes,+1 212-207-4555,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Manousheh nyc,"193 Bleecker St New York City, Ny 10012-1443",Middle Eastern; Lebanese; Fast Food,Yes,+1 347-971-5778,08:00 AM,11:00 PM,08:00 AM,11:00 PM
Il mulino new york - downtown,"86 W 3Rd St New York City, Ny 10012-1095",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-673-3783,12:00 PM,11:00 PM,04:00 PM,10:00 PM
Junoon restaurant,"27 W 24Th St New York City, Ny 10010-3290",Vegetarian Friendly; Indian; Asian,No,+1 212-490-2100,01:00 PM,11:30 PM,12:00 PM,10:30 PM
Khe-yo,"157 Duane St New York City, Ny 10013-3836",Korean; Thai; Asian,Yes,+1 212-587-1089,05:30 PM,10:00 PM,05:30 PM,09:00 PM
Saggio,829 W 181St Stnew York Ny 10033,International; Italian; Gluten Free Options,Yes,(212) 795-3080,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Lincoln square steak,"208 W 70Th Street New York City, Ny 10023-4302",Gluten Free Options; Steakhouse; American,Yes,+1 212-875-8600,05:00 PM,11:30 PM,05:00 PM,10:30 PM
Bite,"211 E 14Th St New York City, Ny 10003-4117",Vegan Options; Vegetarian Friendly; Cafe,Yes,+1 212-677-3123,10:30 AM,11:00 PM,10:30 AM,10:00 PM
Gradisca,"126 W 13Th St New York City, Ny 10011-7802",Italian; Vegetarian Friendly; European,Yes,+1 212-691-4886,05:30 PM,11:30 PM,05:30 PM,11:00 PM
Charlie palmer steak,"47 West 38Th Street New York City, Ny 10022-3108",Contemporary; Steakhouse; American,Yes,+1 212-302-3838,06:30 AM,12:00 AM,06:30 AM,10:00 PM
Il buco alimentari & vineria,"53 Great Jones St New York City, Ny 10012-1118",Italian; Vegetarian Friendly; Mediterranean,Yes,+1 212-837-2622,09:00 AM,12:00 AM,09:00 AM,11:00 PM
Harlem blues cafe,"2144 5Th Ave New York City, Ny 10037-3487",Italian; American; French,Yes,+1 917-675-7258,08:00 AM,07:00 PM,08:00 AM,07:00 PM
Basso56,"234 W 56Th St New York City, Ny 10019-4302",Italian; European; Mediterranean,Yes,+1 212-265-2610,12:00 PM,10:30 PM,04:00 PM,10:00 PM
Maya,1191 1St Avebetween 64Th St & 65Th Stnew York Ny 10065,Contemporary; Mexican; Latin,Yes,+1 212-585-1818,03:00 PM,11:00 PM,11:30 AM,10:00 PM
Johny's luncheonette,"124 W 25Th St New York City, Ny 10001-7421",Vegetarian Friendly; American; Diner,Yes,+1 212-243-6230,08:30 AM,04:00 PM,08:30 AM,04:00 PM
Prune,"54 E 1St St New York City, Ny 10003-9313",International; American; Gluten Free Options,No,+1 212-677-6221,05:30 PM,11:00 PM,05:30 PM,11:00 PM
Bar boulud,"1900 Broadway New York City, Ny 10023-7004",Vegetarian Friendly; Gluten Free Options; French,No,+1 212-595-0303,11:00 AM,12:00 AM,11:00 AM,10:00 AM
Edi and the wolf,"102 Avenue C New York City, Ny 10009-8506",Austrian; European; German,Yes,+1 212-598-1040,05:00 PM,01:00 AM,05:00 PM,12:00 AM
Il pesce,"200 5Th Ave New York City, Ny 10010-3302",Italian; Cafes; Grocery,Yes,+1 212-229-2560,11:00 AM,10:00 PM,11:00 AM,09:30 PM
Il pesce,"200 5Th Ave New York City, Ny 10010-3302",Seafood; Italian,Yes,+1 212-229-2560,11:00 AM,10:00 PM,11:00 AM,09:30 PM
Candle cafe west,"2427 Broadway New York City, Ny 10024-1706",Vegan Options; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-769-8900,11:30 AM,10:30 PM,11:30 AM,09:30 PM
Nello,"696 Madison Ave New York City, Ny 10065-7206",Italian,Yes,+1 212-980-9099,11:00 AM,12:00 AM,11:00 AM,12:00 AM
White oak tavern,"21 Waverly Pl New York City, Ny 10003-6760",Pub; American; Bar,Yes,+1 212-260-2604,11:00 AM,03:00 AM,11:00 AM,02:00 AM
Beyond sushi,"229 E 14Th St New York City, Ny 10003-4111",Sushi; Asian; Healthy,Yes,+1 646-861-2889,11:30 AM,09:30 PM,11:30 AM,09:30 PM
Felix cafe,"340 W Broadway New York City, Ny 10013-2210",French,No,+1 212-431-0021,08:00 AM,12:00 AM,08:00 AM,12:00 AM
Emily,"919 Fulton St Brooklyn, Ny 11238-1735",Pizza; Italian; American,Yes,+1 347-884-9588,05:00 PM,12:00 AM,12:00 PM,11:00 PM
Little park,"85 W Broadway New York City, Ny 10007-1045",Vegetarian Friendly; Contemporary; American,No,+1 212-220-4110,05:30 PM,10:30 PM,05:30 PM,10:30 PM
Mamo restaurant,"323 W Broadway New York City, Ny 10013-2226",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 646-964-4641,05:30 PM,11:30 PM,05:30 PM,10:00 PM
Bobo,"181 W 10Th St New York City, Ny 10014-3130",French; Bars; American (New),No,+1 212-488-2626,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Spicy village,"68 Forsyth St Frnt B New York City, Ny 10002-5142",Chinese; Asian,Yes,+1 212-625-8299,10:00 AM,11:00 PM,Closed,Closed
Two e bar & lounge,"2 E 61St St New York City, Ny 10065-8401",Lounges; Tea Rooms,No,+1 212-940-8113,12:00 PM,12:00 AM,12:00 PM,12:00 AM
Gyu-kaku japanese bbq dining,"34 Cooper Sq New York City, Ny 10003-7110",Japanese; Barbecue; Asian,Yes,+1 212-475-2989,11:30 AM,12:00 AM,11:30 AM,10:00 PM
The soho grand bar & lounge,"310 W Broadway New York City, Ny 10013-2225",Contemporary; American; Bar,No,+1 212-965-3588,06:00 PM,02:00 AM,Closed,Closed
Bobby van's steakhouse - 50th street,"135 W 50Th St New York City, Ny 10020-1201",Grill; Steakhouse; American,Yes,+1 212-957-5050,04:30 PM,11:00 PM,04:30 PM,11:00 PM
Boucherie park avenue south,"225 Park Ave S New York City, Ny 10003-1604",Cocktail Bars; Steakhouses; French,Yes,+1 212-353-0200,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Fish tag,"222 W 79Th St New York City, Ny 10024-6230",Seafood; Breakfast & Brunch; Mediterranean,No,+1 212-362-7470,05:00 PM,11:00 PM,05:00 PM,10:00 PM
