Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
Le Bateau Ivre,"230 E 51st St New York City, NY 10022-6571",+1 212-583-0579,French;European;Wine Bar,11:00 AM,4:00 AM,11:00 AM,4:00 AM,No
Antica Ristorante,"8 Stone St New York City, NY 10004-2202",+1 646-439-2200,Italian,6:00 AM,11:30 PM,6:00 AM,11:30 PM,No
Fogo de Chao Brazilian Steakhouse,"40 W 53rd St New York City, NY 10019-6106",+1 212-969-9980,Steakhouse;Brazilian;Barbecue,11:30 AM,11:00 PM,11:30 AM,10:00 PM,No
Resette,"7 W 45th St New York City, NY 10036-4905",+1 212-221-7530,Italian;Vegetarian Friendly,11:30 AM,11:30 PM,11:30 AM,11:00 PM,Yes
Tri Tip Grill,"89 E 42nd St New York City, NY 10017-5503",+1 212-557-1030,NaN,NaN,NaN,NaN,NaN,No
The Original Soup Man,"1021 Avenue of the Americas New York City, NY 10018-5408",+1 646-852-6113,Fast Food;Soups;American,11:00 AM,8:00 PM,11:00 AM,7:00 PM,Yes
Guy & Gallard,"120 E 34th St New York City, NY 10016-4609",+1 212-684-3898,Fusion;Vegetarian Friendly,7:00 AM,8:00 PM,7:00 AM,7:00 AM,Yes
Union Bar and Kitchen,"300 Spring St New York City, NY 10013-1307",+1 646-791-0005,American;Bar;Pub,11:00 AM,12:00 AM,11:00 AM,5:00 PM,No
Nam Son Vietnamese Restaurant,"245 Grand St New York City, NY 10002-4917",+1 212-966-6507,Asian;Vietnamese,10:00 AM,10:30 PM,10:00 AM,10:00 PM,Yes
Guy & Gallard,"475 Park Ave S New York City, NY 10016-6902",+1 212-447-5282,American,7:00 AM,4:00 PM,NaN,NaN,Yes
C & L Dumpling House,"77 Chrystie St New York City, NY 10002-5023",+1 212-219-8850,Chinese;Asian;Vegetarian Friendly,10:00 AM,10:00 PM,10:00 AM,10:00 PM,No
ViceVersa,"325 W 51st St New York City, NY 10019-6424",+1 212-399-9291,Italian;Vegetarian Friendly;Gluten Free Options,4:30 PM,11:00 PM,11:30 AM,3:00 PM4:30 PM,No
Lips,"227 E 56th St New York City, NY 10022-3754",+1 212-675-7710,American;Bar;International,5:00 PM,1:00 AM,12:00 PM,11:30 PM,No
Manzo,"200 5th Ave New York City, NY 10010-3302",+1 212-229-2180,Italian,11:30 AM,10:00 PM,11:30 AM,10:00 PM,No
Market Table,"54 Carmine St New York City, NY 10014-4424",+1 212-255-2100,American;Vegetarian Friendly;Vegan Options,10:30 AM,12:00 AM,10:30 AM,10:00 PM,No
Harlem Tavern,"2153 Frederick Douglass Blvd New York City, NY 10026-2040",+1 212-866-4500,American;Bar;Pub,11:00 AM,1:00 AM,11:00 AM,12:00 AM,Yes
Grace's Marketplace,"1299 2nd Avenue New York City, NY",NaN,Italian;Mediterranean,7:00 AM,9:00 PM,8:00 AM,8:00 PM,Yes
Sistina,"1555 2nd Ave New York City, NY 10028-3909",+1 212-861-7660,Italian,5:00 PM,11:00 PM12:00 PM,5:00 PM,11:00 PM,No
Neerob,"2109 Starling Avenue New York City, NY",NaN,International,7:00 AM,1:00 AM,7:00 AM,1:00 AM,No
Tim Ho Wan,"85 4th Ave New York City, NY 10003-5205",+1 212-228-2800,Chinese;Asian;Vegetarian Friendly,10:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
Iridium Jazz Club,"1650 Broadway New York City, NY 10019-6833",+1 212-582-2121,American;Bar;Pub,11:00 AM,11:30 PM,11:00 AM,11:30 PM,No
Ravagh Persian Grill,"1135 1st Ave New York City, NY 10065-7738",+1 212-861-7900,Middle Eastern;Persian;Vegetarian Friendly,11:00 AM,10:30 PM,11:00 AM,10:30 PM,Yes
Moustache,"1621 Lexington Ave New York City, NY 10029-5706",+1 212-828-0030,Mediterranean;Turkish;Middle Eastern,11:30 AM,11:00 PM,11:30 AM,11:00 PM,No
KFC,"1 Penn Plz New York City, NY 10119-0002",+1 212-630-0313,NaN,10:30 AM,10:00 PM,10:30 AM,10:00 PM,No
810 Deli Incorporated,"810 7th Ave New York City, NY 10019-5818",+1 212-541-4136,American;Cafe;Fast Food,6:00 AM,2:00 AM,6:00 AM,2:00 AM,Yes
Grimaldi's Pizzeria,"1 Front St Brooklyn, NY 11201-1389",+1 718-858-4300,Italian;Pizza;Vegetarian Friendly,12:00 PM,11:45 PM,12:00 PM,10:45 PM,Yes
Guy & Gallard,"240 W 40th St New York City, NY 10018-1510",+1 212-302-1028,American;Cafe;Fast Food,7:00 AM,9:00 PM,NaN,NaN,Yes
Nathan's Famous,"705 8th Ave New York City, NY 10036-7102",+1 212-459-9500,American;Fast Food,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
Fanelli Cafe,"94 Prince St New York City, NY 10012-3993",+1 212-226-9412,American;Bar;Cafe,10:00 AM,2:00 AM,10:00 AM,2:00 AM,No
Mimi Cheng's Dumplings,"179 2nd Ave New York City, NY 10003-5752",+1 212-533-2007,Chinese;Asian;Vegetarian Friendly,11:30 AM,10:00 PM,11:30 AM,9:30 PM,Yes
Hot Sichuan,"130 9th Ave New York City, NY 10011-4953",+1 212-255-8388,Chinese;Asian,11:30 AM,10:45 PM,11:30 AM,10:45 PM,Yes
Daniello's Pizzeria,"70 W 95th St New York City, NY 10025-6721",+1 212-961-0340,Pizza,9:00 AM,12:00 AM,9:00 AM,12:00 AM,No
Soba Noodle Azuma,"251 W 55th St New York City, NY 10019-5202",+1 917-262-0540,Japanese,NaN,NaN,NaN,NaN,No
Matto Espresso,"359 E 68th St New York City, NY 10065-5661",+1 212-244-4281,Italian;American;Cafe,7:00 AM,7:00 PM,7:00 AM,7:00 PM,No
Terakawa Ramen,"885C Ninth Ave, New York, NY 10019 New York City, NY",+1 212-307-0170,Japanese;Asian;Soups,NaN,NaN,NaN,NaN,Yes
Swing 46 Jazz and Supper Club,"349 W. 46th btw 8 & 9 Ave New York City, NY 10036-3816",+1 212-262-9554,American,5:00 PM,2:00 AM,5:00 PM,1:00 AM,No
Shabu-Tatsu Downtown,"216 E 10th St New York City, NY 10003-7709",+1 212-477-2972,Japanese;Asian,5:00 PM,1:30 AM,5:00 PM,11:00 PM,No
Sbarro,"1606 Broadway New York City, NY 10019-7409",+1 212-707-8214,Italian;American;Pizza,7:00 AM,2:00 AM,7:00 AM,12:00 AM,Yes
Patacon Pisao Les,"139 Essex St New York City, NY 10002-2321",+1 646-678-5913,Latin;Spanish;South American,12:00 PM,4:00 AM,12:00 PM,12:00 AM,No
The Ides,"80 Wythe Ave Brooklyn, NY 11252-9503",+1 718-460-8006,American;Bar,2:00 PM,1:30 AM,NaN,NaN,No
Tropical Sensation,"953 Amsterdam Ave New York City, NY 10025-8311",+1 212-222-0098,Caribbean,8:00 AM,1:00 AM,8:00 AM,12:00 AM,No
Fig & Olive Uptown,"808 Lexington Ave New York City, NY 10065-7312",+1 212-207-4555,Mediterranean;Italian;Vegetarian Friendly,11:30 AM,11:00 PM,11:30 AM,10:00 PM,No
Shake Shack,"300 W 44th St New York City, NY 10036-5419",+1 646-435-0136,Fast Food,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
Blockheads Burritos,"322 W 50th St New York City, NY 10019-6629",+1 212-307-7070,Mexican,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
Manousheh NYC,"193 Bleecker St New York City, NY 10012-1443",+1 347-971-5778,Lebanese;Middle Eastern;Fast Food,8:00 AM,11:00 PM,8:00 AM,11:00 PM,Yes
Cafe 42,"20 E 42nd St New York City, NY 10017-6900",+1 212-682-4242,NaN,NaN,NaN,NaN,NaN,No
Cara Mia,"654 9th Ave New York City, NY 10036-3678",+1 212-262-6767,Italian;Vegetarian Friendly;Vegan Options,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
La Loteria,"29 7th Ave S New York City, NY 10014-3938",+1 212-858-9096,Mexican;Latin;Vegetarian Friendly,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
Little Italy Pizza,"185 W 32nd St New York City, NY 10001-3206",+1 212-643-9988,Italian;Pizza;Fast Food,10:00 AM,12:00 AM,10:00 AM,12:00 AM,Yes
Smilers Delicatessan Stores,"719 7th Ave New York City, NY 10036-1597",+1 212-704-0850,American;Delicatessen,NaN,NaN,NaN,NaN,Yes
Wattle Cafe,"489 3rd Ave New York City, NY 10016-5059",+1 646-918-7042,Cafe,NaN,NaN,NaN,NaN,No
Epistrophy,"200 Mott St New York City, NY 10012-4543",+1 212-966-0904,Wine Bar;Italian;Mediterranean,9:00 AM,1:00 AM,9:00 AM,12:00 AM,Yes
Seasoned Vegan,"55 Saint Nicholas Ave New York City, NY 10026-3420",+1 212-222-0092,American;Vegetarian Friendly;Vegan Options,11:00 AM,12:00 AM,NaN,NaN,Yes
Simit Sarayi,"435 5th Ave New York City, NY 10016-2208",+1 212-683-4100,Cafe;Fast Food;Turkish,NaN,NaN,NaN,NaN,Yes
Il Mulino,"86 W 3rd St New York City, NY 10012-1095",+1 212-673-3783,Italian;Vegetarian Friendly;Gluten Free Options,12:00 PM,11:00 PM,4:00 PM,10:00 PM,No
Junoon Restaurant,"27 W 24th St New York City, NY 10010-3290",+1 212-490-2100,Indian;Asian;Vegetarian Friendly,1:00 PM,11:30 PM,12:00 PM,10:30 PM,No
Bar Masa,"10 Columbus Circle New York City, NY 10019-1158",+1 212-823-9800,Japanese;Sushi;Asian,6:00 PM,9:00 PM,NaN,NaN,No
Sessanta,"60 Thompson St New York City, NY 10012-4308",+1 212-219-8119,Italian;Gluten Free Options,NaN,NaN,NaN,NaN,No
The dead poet,"450 Amsterdam Ave New York City, NY 10024-5507",+1 212-595-5670,Bar;Pub;American,10:00 AM,4:00 AM,12:00 PM,4:00 AM,No
Millesime,"92 Madison Ave New York City, NY 10016-7412",+1 212-889-7100,French,6:00 AM,11:00 AM11:30 AM,6:00 AM,11:00 AM11:30 AM,No
Milon Restaurant,"93 1st Ave New York City, NY 10003-2922",+1 212-228-4896,Indian;Vegetarian Friendly,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
Garlic New York Pizza Bar,"629 2nd Ave New York City, NY 10016-4971",+1 646-559-9500,Italian;Pizza,11:00 AM,2:00 AM,11:00 AM,2:00 AM,Yes
Tony's Di Napoli - Upper East Side,"1081 3rd Ave New York City, NY 10065-7438",212-888-6333,Italian;Vegetarian Friendly;Gluten Free Options,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
Khe-Yo,"157 Duane St New York City, NY 10013-3836",+1 212-587-1089,Thai;Korean;Asian,5:30 PM,10:30 PM12:00 PM,5:30 PM,9:30 PM12:00 PM,Yes
Saggio,"829 W.181st New York City, NY",212-795-3080,Italian;International;Gluten Free Options,10:00 AM,12:00 AM,10:00 AM,11:00 PM,Yes
Match 65 Brasserie,"29 E 65th St New York City, NY 10065-6508",+1 212-737-4400,Steakhouse;French;Grill,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
Hale & Hearty Soups - Seventh Avenue,"462 7th Ave New York City, NY 10018-7606",+1 212-971-0605,Soups,11:00 AM,6:00 PM,NaN,NaN,Yes
Subway,"716 3rd Ave New York City, NY 10017-4012",+1 212-661-3916,NaN,NaN,NaN,NaN,NaN,No
Bodrum Mediterranean Restaurant,"584 Amsterdam Ave New York City, NY 10024-2302",+1 212-799-2806,Pizza;Mediterranean;Turkish,11:30 AM,10:45 PM,11:30 AM,10:15 PM,Yes
Pronto Pizza,"114 Liberty St New York City, NY 10006-1006",+1 212-374-9595,Italian;Pizza;Fast Food,NaN,NaN,NaN,NaN,Yes
Lincoln Square Steak,"208 W 70th Street New York City, NY 10023-4302",+1 212-875-8600,American;Steakhouse;Gluten Free Options,5:00 PM,11:30 PM,5:00 PM,10:30 PM,No
bite,"211 E 14th St New York City, NY 10003-4117",+1 212-677-3123,Cafe;Vegetarian Friendly;Vegan Options,10:30 AM,11:00 PM,10:30 AM,10:00 PM,Yes
Bombay Grill House,"764 9th Ave New York City, NY 10019-6321",+1 212-977-3098,Indian;Asian;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Piano's Bar and Grill,"158 Ludlow St New York City, NY 10002-2377",+1 212-505-3733,Bar;Pub;American,2:00 PM,4:00 AM,2:00 PM,4:00 AM,No
Cafe on Fifth,"1216 5th Ave New York City, NY 10029-5202",+1 212-822-7259,NaN,NaN,NaN,NaN,NaN,No
Sushi Zo Hanare,"127 E 39th St New York City, NY 10016-0939",+1 917-265-8054,Japanese;Sushi,6:00 PM,9:00 PM,NaN,NaN,No
Di Di Dumpling,"38 Lexington Ave New York City, NY 10010-3609",+1 718-709-8132,Chinese;Asian;Vegetarian Friendly,11:00 AM,8:30 PM,11:00 AM,8:30 PM,Yes
City Diner,"91st and Broadway New York City, NY",+1 212-877-2720,American;Diner,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Lenwich,"2567 Broadway New York City, NY 10025-5648",+1 212-866-1878,NaN,NaN,NaN,NaN,NaN,No
Le Philosophe,"55 Bond St New York City, NY 10012-2405",+1 212-388-0038,French,5:30 PM,12:00 AM11:30 AM,5:30 PM,11:00 PM11:30 AM,No
Gradisca,"126 W 13th St New York City, NY 10011-7802",+1 212-691-4886,Italian;European;Vegetarian Friendly,5:30 PM,11:30 PM,5:30 PM,11:00 PM,Yes
Charlie Palmer Steak,"47 West 38th Street New York City, NY 10022-3108",+1 212-302-3838,American;Steakhouse;Contemporary,6:30 AM,12:00 AM,6:30 AM,10:00 PM,No
Yerba Buena,"23 Avenue a New York City, NY 10009-8102",+1 212-529-2919,Latin;Spanish;Central American,5:00 PM,12:00 AM,5:00 PM,10:00 PM,No
Delizia 73,"1374 1st Ave New York City, NY 10021-9519",+1 212-517-8888,Italian;Pizza,11:00 AM,2:00 AM,12:00 PM,12:00 AM,Yes
Sons of Thunder,"204 E 38th St New York City, NY 10016-2705",+1 646-863-2212,Seafood;Asian;Hawaiian,NaN,NaN,NaN,NaN,Yes
DCP Daily Treat,"24 W 38th St New York City, NY 10018-6203",+1 212-221-1447,American;Barbecue,NaN,NaN,NaN,NaN,No
Best Pizza On 1st Avenue,"1038 1st Ave New York City, NY 10022-2902",+1 212-644-8400,Italian;Pizza,10:00 AM,10:00 PM,11:00 AM,10:00 PM,No
Famous Original Ray's Pizza,"1710 Broadway New York City, NY 10019-5254",+1 212-247-7901,Italian;Pizza;Fast Food,9:00 AM,4:00 AM,9:00 AM,4:00 AM,Yes
Il Buco Alimentari & Vineria,"53 Great Jones St New York City, NY 10012-1118",+1 212-837-2622,Mediterranean;Italian;Vegetarian Friendly,9:00 AM,12:00 AM,9:00 AM,11:00 PM,Yes
Harlem Blues Cafe,"2144 5th Ave New York City, NY 10037-3487",+1 917-675-7258,Italian;French;American,8:00 AM,7:00 PM,8:00 AM,7:00 PM,Yes
Basso56,"234 W 56th St New York City, NY 10019-4302",+1 212-265-2610,Italian;Mediterranean;European,12:00 PM,10:30 PM,4:00 PM,10:00 PM,Yes
Subway,"42 W 56th St New York City, NY 10019-3821",+1 212-541-8877,NaN,7:00 AM,9:00 PM,7:00 AM,9:00 PM,No
Karczma Polish Restaurant,"136 Greenpoint Ave Brooklyn, NY 11222-2202",+1 718-349-1744,Polish;European;Eastern European,12:00 PM,11:30 PM,12:00 PM,10:00 PM,Yes
Europa Cafe,"350 5th Ave New York City, NY 10118-0110",+1 212-239-0160,American;Cafe,7:00 AM,3:00 PM,7:00 AM,3:00 PM,Yes
Momofuku Nishi,"232 8th Ave New York City, NY 10011-1616",+1 646-518-1919,Asian;Vegetarian Friendly;Vegan Options,12:00 PM,3:00 PM5:30 PM,12:00 PM,3:00 PM5:30 PM,No
Hanjan,"36 W 26th St New York City, NY 10010-2005",+1 212-206-7226,Asian;Korean;Gluten Free Options,5:30 PM,1:00 AM,NaN,NaN,No
Carlow East,"1254 Lexington Ave New York City, NY 10028-2045",+1 212-744-6397,Irish;Bar,11:00 AM,4:00 AM,11:00 AM,4:00 AM,No
J. G. Melon,"89 Macdougal St New York City, NY 10012-4934",+1 212-744-0585,American;Bar,11:30 AM,3:30 AM,11:30 AM,3:30 AM,Yes
Corner Slice,"600 11th Ave New York City, NY 10036-2102",+1 212-956-9339,Italian;American;Pizza,NaN,NaN,NaN,NaN,No
Chipotle Mexican Grill,"2843 Broadway New York City, NY 10025-7817",+1 212-222-1712,Mexican,11:00 AM,11:00 PM,11:00 AM,10:00 PM,No
Wrap-N-Run Grill,"788 Lexington Ave New York City, NY 10065-8152",NaN,American,8:00 AM,8:00 PM,8:00 AM,8:00 PM,No
Oliva Gourmet,"225 Broadway New York City, NY 10007-3001",+1 212-964-4495,American;Delicatessen,7:00 AM,4:00 PM,NaN,NaN,Yes
Stage Door Delicatessen,"360 9th Ave New York City, NY 10001-1652",+1 212-868-9655,American;Delicatessen;Vegetarian Friendly,6:00 AM,1:00 AM,6:00 AM,1:00 AM,Yes
Maya,"1191 1st Ave New York City, NY 10065-7108",+1 212-585-1818,Mexican;Latin;Contemporary,3:00 PM,11:00 PM,11:30 AM,10:00 PM,Yes
Johny's Luncheonette,"124 W 25th St New York City, NY 10001-7421",+1 212-243-6230,American;Diner;Vegetarian Friendly,8:30 AM,4:00 PM,8:30 AM,4:00 PM,Yes
Prune,"54 E 1st St New York City, NY 10003-9313",+1 212-677-6221,American;International;Gluten Free Options,5:30 PM,11:00 PM10:00 AM,5:30 PM,11:00 PM10:00 AM,No
Chinese Tuxedo NYC,"5 Doyers St New York City, NY 10013-5140",+1 646-895-9301,Chinese;Asian,6:00 PM,12:00 AM,NaN,NaN,No
Tulsi,"211 E 46th St New York City, NY 10017-2935",+1 212-888-0820,Indian;Asian;Vegetarian Friendly,12:00 PM,2:30 PM5:30 PM,5:00 PM,10:00 PM,No
Majorelle,"28 E 63rd St New York City, NY 10065-8027",+1 212-838-1400,French;European,NaN,NaN,NaN,NaN,No
Broome Street Bar,"363 W Broadway New York City, NY 10013-2209",+1 212-925-2086,American;Bar;Pub,11:00 AM,2:30 AM,11:00 AM,1:30 AM,Yes
American Retro Bar and Grill,"714 11th Ave New York City, NY 10019-5015",+1 212-245-2203,American;Bar;Pub,11:00 AM,4:00 AM,11:00 AM,2:00 AM,Yes
Star Lounge,"50 Central Park S New York City, NY 10019-1613",+1 212-308-9100,NaN,11:30 AM,12:00 AM,11:30 AM,12:00 AM,No
Minar,"138 W 46th St New York City, NY 10036-8506",NaN,Indian;Vegetarian Friendly;Vegan Options,10:30 AM,5:15 PM,NaN,NaN,Yes
Dos Toros Taqueria,"465 Lexington Ave New York City, NY 10017-7101",+1 347-394-3844,NaN,NaN,NaN,NaN,NaN,No
Morning Star Restaurant,"879 9th Avenue at 57 Street New York City, NY 10019",+1 212-246-1593,American;Diner;Vegetarian Friendly,7:00 AM,12:00 AM,7:00 AM,11:00 PM,Yes
Da Tommaso,"903 8th Ave New York City, NY 10019-5154",+1 212-265-1890,Italian,12:00 PM,12:00 AM,12:00 PM,11:00 PM,No
Flavors Cafe,"74 Broad St New York City, NY 10004-2210",+1 212-668-9800,American;Cafe;Fast Food,NaN,NaN,NaN,NaN,Yes
Boilermaker,"13 1st Ave New York City, NY 10003-9431",+1 212-995-5400,American;Bar;Pub,4:00 PM,4:00 AM,4:00 PM,2:00 AM,No
Toscana 49,"143E 49st New York City, NY 10017",+1 212-256-0190,Italian;Vegetarian Friendly;Vegan Options,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
Dos Caminos Soho,"475 West Broadway at Houston Street New York City, NY 10012-5309",+1 212-277-4300,Mexican;Latin;Vegetarian Friendly,11:00 AM,11:30 PM,11:00 AM,10:00 PM,Yes
Chopt,"225 Liberty St New York City, NY 10281-1048",+1 646-762-0054,NaN,10:00 AM,9:00 PM,11:00 AM,7:00 PM,No
Barn Joo,"35 Union Square W New York City, NY 10003-3200",+1 646-398-9663,Asian;Korean;Bar,11:30 AM,1:00 AM,11:30 AM,11:00 PM,Yes
Fresh Salt,"146 Beekman St New York City, NY 10038-2044",+1 212-962-0053,American;Bar;Vegetarian Friendly,10:30 AM,4:00 AM,10:30 AM,4:00 AM,No
The Harp Raw Bar & Grill,"729 3rd Ave New York City, NY 10017-3203",+1 212-818-0123,American;Irish;Bar,11:00 AM,4:00 AM,11:00 AM,2:00 AM,No
Joey Pepperoni's Pizza,"493 2nd Ave New York City, NY 10016-9130",+1 212-213-5558,Italian;Pizza;Fast Food,11:00 AM,9:00 PM,11:00 AM,9:00 PM,No
Bar Boulud,"1900 Broadway New York City, NY 10023-7004",+1 212-595-0303,French;Vegetarian Friendly;Gluten Free Options,11:00 AM,12:00 AM,11:00 AM,10:00 AM,No
Stir cafe,"2939 Broadway New York City, NY 10025-7801",+1 212-425-5123,Cafe;American,8:00 AM,5:00 PM,8:00 AM,5:00 PM,Yes
Sake Bar Hagi,"152 W 49th St New York City, NY 10019-6812",+1 212-764-8549,Japanese;Asian;Vegetarian Friendly,5:00 PM,2:00 AM,5:00 PM,2:00 AM,Yes
Greek Kitchen,"889 10th Ave New York City, NY 10019-1030",+1 212-581-4300,Mediterranean;Greek;Vegetarian Friendly,11:00 AM,10:30 PM,11:00 AM,10:30 PM,Yes
Asia De Cuba,"415 Lafayette St New York City, NY 10003-7000",+1 212-726-7755,Asian;Fusion;Cuban,NaN,NaN,NaN,NaN,No
Ibis Lounge,"151 E 50th St New York City, NY 10022-7510",+1 212-753-1144,Mediterranean,4:00 PM,11:00 PM,NaN,NaN,No
Edi and the Wolf,"102 Avenue C New York City, NY 10009-8506",+1 212-598-1040,German;Austrian;European,5:00 PM,2:00 AM11:30 AM,5:00 PM,2:00 AM11:30 AM,No
Quintessence,"263 E 10th St New York City, NY 10009-4813",+1 646-654-1823,American;Vegetarian Friendly;Vegan Options,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
Alidoro,"105 Sullivan St New York City, NY 10012-3669",+1 212-334-5179,Italian;Vegetarian Friendly,11:30 AM,4:00 PM,NaN,NaN,Yes
Dunwell Donuts,"102 St Marks Pl New York City, NY 10009-5811",+1 917-555-1212,NaN,NaN,NaN,NaN,NaN,No
Morning Star Cafe,"949 2nd Ave New York City, NY 10022-7781",+1 212-588-1050,American;Cafe;Diner,12:00 AM,11:59 PM,12:00 PM,10:00 PM,Yes
Il Pesce,"200 5th Ave New York City, NY 10010-3302",+1 212-229-2560,Seafood;Italian,11:00 AM,10:00 PM,11:00 AM,9:30 PM,Yes
Verde on Smith,"216 Smith St Brooklyn, NY 11201-6437",+1 718-222-1525,Italian;Gluten Free Options;Vegetarian Friendly,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
Darbar Grill,"157 E 55th St New York City, NY 10022-4029",+1 212-751-4600,Grill;Indian;Vegetarian Friendly,11:30 AM,11:00 PM,11:30 AM,10:30 PM,Yes
Candle Cafe West,"2427 Broadway New York City, NY 10024-1706",+1 212-769-8900,Vegetarian Friendly;Vegan Options;Gluten Free Options,11:30 AM,10:30 PM,11:30 AM,9:30 PM,Yes
Nello,"696 Madison Ave New York City, NY 10065-7206",+1 212-980-9099,Italian,11:00 AM,12:00 AM,11:00 AM,12:00 AM,No
Maoz,"683 8th Ave New York City, NY 10036-7107",+1 212-265-2315,Fast Food;Middle Eastern;Lebanese,NaN,NaN,NaN,NaN,Yes
Gourmet Garage,"155 W 66th St New York City, NY 10023-6501",+1 212-595-5850,NaN,NaN,NaN,NaN,NaN,No
IHOP,"2294 Adam Clayton Powell Jr Blvd New York City, NY 10030-2804",+1 212-234-4747,American;Diner,6:00 AM,5:30 PM,6:00 AM,5:30 PM,Yes
Two Boots,"1617 2nd Ave New York City, NY 10028-4101",+1 212-734-0317,Pizza;Fast Food,11:30 AM,4:30 AM,11:30 AM,12:00 AM,No
Giovanni Venti Cinque Restaurant,"25 E 83rd St New York City, NY 10028-0421",+1 212-988-7300,Israeli;Italian,12:00 PM,10:30 PM,12:00 PM,10:30 PM,No
White Oak Tavern,"21 Waverly Pl New York City, NY 10003-6760",+1 212-260-2604,American;Bar;Pub,11:00 AM,3:00 AM,11:00 AM,2:00 AM,No
Danny's Gourmet,"224 W 47th St New York City, NY 10036-1411",+1 212-921-1200,American;Cafe;Delicatessen,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Cafe R,"119 W 31st St New York City, NY 10001-3400",+1 212-695-9550,American;Cafe;Fast Food,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Beyond Sushi,"229 E 14th St New York City, NY 10003-4111",+1 646-861-2889,Healthy;Sushi;Asian,11:30 AM,9:30 PM,11:30 AM,9:30 PM,Yes
Giovanni Rana Pastificio e Cucina,"75 9th Ave New York City, NY 10011-7006",+1 212-370-0975,Italian;Mediterranean;Vegetarian Friendly,11:00 AM,5:00 PM5:00 PM,11:00 AM,5:00 PM5:00 PM,Yes
Matto Espresso,"530 Columbus Ave New York City, NY 10024-3404",+1 212-244-4281,Italian;American;Cafe,7:00 AM,7:00 PM,7:00 AM,7:00 PM,No
Amber Upper West,"103 W 70th St New York City, NY 10023-4408",+1 212-799-8100,Japanese;Sushi;Asian,12:00 PM,11:15 PM,12:00 PM,11:15 PM,Yes
Felix Cafe,"340 W Broadway New York City, NY 10013-2210",+1 212-431-0021,French,8:00 AM,12:00 AM,8:00 AM,12:00 AM,No
Italienne,"19 W 24th St New York City, NY 10010-3203",+1 212-600-5139,Italian;French;European,NaN,NaN,NaN,NaN,No
Reade Street Pub & Kitchen,"135 Reade St New York City, NY 10013-3826",+1 212-227-2295,American;Bar;Pub,11:00 AM,4:00 AM,11:00 AM,4:00 AM,No
Chipotle Mexican Grill,"281 Broadway New York City, NY 10007-2019",+1 212-385-3506,Mexican;Fast Food;Southwestern,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
Lenwich,"459 Park Ave S New York City, NY 10016-7314",+1 212-532-2653,American;Fast Food;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Luke's Lobster- The Plaza,"1 E 59th St New York City, NY 10022-1013",+1 646-755-3227,American;Seafood;Fast Food,11:00 AM,9:00 PM,11:00 AM,6:00 PM,Yes
Sal and Carmine Pizza,"2671 Broadway New York City, NY 10025-5025",+1 212-663-7651,Italian;Pizza,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
Emily,"919 Fulton St Brooklyn, NY 11238-1735",+1 347-884-9588,Italian;Pizza;American,5:00 PM,12:00 AM,12:00 PM,3:00 PM5:00 PM,Yes
China Regency Restaurant,"850 7th Ave New York City, NY 10019-5230",+1 212-247-6440,Chinese;American,NaN,NaN,NaN,NaN,No
The Triple Crown Ale House & Restaurant,"330 7th Ave New York City, NY 10001-5010",+1 212-736-1575,American;Irish;Bar,11:00 AM,2:00 AM,11:00 AM,1:00 AM,No
Num Pang Sandwich Shop,"148 W 48th St New York City, NY 10036-1522",+1 212-421-0743,Asian;Cambodian;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Akdeniz,"19 W 46th St New York City, NY 10036-4118",+1 212-575-2307,Mediterranean;Turkish;Middle Eastern,9:00 AM,5:00 PM,9:00 AM,5:00 PM,Yes
Little Park,"85 W Broadway New York City, NY 10007-1045",+1 212-220-4110,American;Contemporary;Vegetarian Friendly,5:30 PM,10:30 PM7:00 AM,5:30 PM,10:30 PM7:00 AM,No
Mamo Restaurant,"323 W Broadway New York City, NY 10013-2226",+1 646-964-4641,Italian;Vegetarian Friendly;Vegan Options,5:30 PM,11:30 PM11:30 AM,5:30 PM,10:00 PM11:30 AM,No
Lady Mendl's,"56 Irving Pl New York City, NY 10003-2314",+1 212-533-4466,British,NaN,NaN,NaN,NaN,No
